order_id,customer_id,product_id,location_id,rep_id,order_date,ship_date,quantity,unit_price,revenue,cost,discount_pct,status,region,profit,days_to_ship,order_year,order_month,order_quarter,order_weekday,revenue_tier,segment,customer_region,customer_status,category,subcategory,product_is_active,state,territory,rep_team,rep_manager
ORD-00414,CUST-0751,PROD-0075,LOC-0018,REP-0060,2024-07-10,2024-07-19,31,328.68,9582.83,5337.63,0.0595,Returned,Central,4245.2,9,2024,7,3,Wednesday,High,Guest,South,Churned,Sports,Outdoor Recreation,1,TX,Territory-C,Online,Cristian Santos
ORD-00416,CUST-0962,PROD-0092,LOC-0006,REP-0029,2023-05-24,2023-06-01,11,93.0,639.41,424.42,0.3795,Cancelled,Unknown,214.99,8,2023,5,2,Wednesday,Medium,Guest,West,Active,Home & Garden,Outdoor,0,WI,Territory-E,,
ORD-00418,CUST-0593,PROD-0140,LOC-0073,REP-0023,2023-02-10,2023-02-21,21,56.1,721.7,471.58,0.3874,Completed,East,250.12,11,2023,2,1,Friday,Medium,B2B,South,Active,Beauty,Haircare,1,GA,Territory-F,SMB,Angie Henderson
ORD-00419,CUST-0997,PROD-0058,LOC-0067,REP-0052,2024-01-21,2024-02-01,25,185.82,3431.63,2519.46,0.2613,Completed,West,912.17,11,2024,1,1,Sunday,High,B2B,North,Active,Sports,Fitness,1,NV,Territory-D,Online,Abigail Shaffer
ORD-00420,CUST-0451,PROD-0043,LOC-0030,REP-0010,2023-12-28,2024-01-11,23,246.0,4567.14,2930.66,0.1928,Completed,South,1636.48,14,2023,12,4,Thursday,High,B2C,Central,Active,Apparel,Men's Clothing,1,NY,Territory-D,Partner,Connie Lawrence
ORD-00421,CUST-0677,PROD-0059,LOC-0054,REP-0043,2024-06-10,2024-06-21,18,109.0,1826.9,995.46,0.0748,Pending,North,831.44,11,2024,6,2,Monday,Medium,B2C,Central,Active,Beauty,Skincare,1,,,SMB,Noah Rhodes
ORD-00422,CUST-0250,PROD-0012,LOC-0017,REP-0074,2023-04-27,2023-05-05,44,242.0,9750.78,4529.22,0.0843,Returned,North,5221.56,8,2023,4,2,Thursday,High,B2B,North,Active,Office,Furniture,1,MS,Territory-A,Retail,Allison Hill
ORD-00424,CUST-0222,PROD-0115,LOC-0078,REP-0061,2024-09-05,2024-09-15,41,14.22,415.23,276.0,0.2878,Completed,North,139.23,10,2024,9,3,Thursday,Low,,West,Inactive,Apparel,Sportswear,0,CA,Territory-F,SMB,Cristian Santos
ORD-00425,CUST-0639,PROD-0169,LOC-0066,REP-0034,2024-05-08,2024-05-11,15,416.03,4740.87,3403.22,0.2403,Returned,South,1337.65,3,2024,5,2,Wednesday,High,Guest,Central,Active,Office,Stationery,1,NV,Territory-A,SMB,Cristian Santos
ORD-00426,CUST-0136,PROD-0028,LOC-0003,REP-0026,2023-06-21,2023-07-03,44,174.62,6289.53,4001.64,0.1814,Completed,West,2287.89,12,2023,6,2,Wednesday,High,B2C,North,Active,Sports,Fitness,1,CT,Territory-B,Partner,Cristian Santos
ORD-00428,CUST-0535,PROD-0108,LOC-0048,REP-0006,2023-05-01,2023-05-03,31,331.4,6566.76,4043.25,0.3608,Completed,West,2523.51,2,2023,5,2,Monday,High,B2C,North,Active,Beauty,Skincare,0,VA,Territory-F,SMB,Abigail Shaffer
ORD-00429,CUST-0824,PROD-0190,LOC-0098,REP-0074,2024-12-15,2024-12-24,28,118.6,2255.16,1614.29,0.3209,Completed,Central,640.87,9,2024,12,4,Sunday,High,Guest,North,Active,Apparel,Sportswear,0,LA,Territory-F,Retail,Allison Hill
ORD-00431,CUST-0671,PROD-0053,LOC-0089,REP-0041,2023-07-13,2023-07-14,46,373.1,17114.54,10423.03,0.0028,Completed,West,6691.51,1,2023,7,3,Thursday,Premium,B2C,West,Active,Office,Supplies,1,KY,Territory-A,Partner,Angie Henderson
ORD-00432,CUST-0579,PROD-0094,LOC-0079,REP-0036,2024-02-23,2024-02-29,7,81.0,422.45,211.84,0.2606,Returned,West,210.61,6,2024,2,1,Friday,Low,,West,Inactive,Apparel,Sportswear,1,LA,Territory-E,,
ORD-00433,CUST-0569,PROD-0124,LOC-0033,REP-0040,2024-11-27,2024-12-04,49,105.0,4040.67,2517.44,0.2208,Completed,Central,1523.23,7,2024,11,4,Wednesday,High,B2C,East,Inactive,Beauty,Haircare,1,SC,Territory-E,Enterprise,Daniel Wagner
ORD-00434,CUST-0458,PROD-0180,LOC-0021,REP-0013,2024-08-14,2024-08-20,50,354.22,12498.65,9273.99,0.2943,Pending,South,3224.66,6,2024,8,3,Wednesday,Premium,B2C,Central,Churned,Apparel,Footwear,1,PA,Territory-E,,
ORD-00435,CUST-0165,PROD-0100,LOC-0082,REP-0001,2023-08-08,2023-08-17,26,394.11,6964.79,4496.54,0.3203,Pending,North,2468.25,9,2023,8,3,Tuesday,High,B2C,North,Active,Electronics,Accessories,1,WV,Territory-A,,
ORD-00436,CUST-0082,PROD-0156,LOC-0005,REP-0050,2023-04-04,2023-04-18,10,238.0,1812.21,788.78,0.2401,Completed,East,1023.43,14,2023,4,2,Tuesday,Medium,B2B,West,Active,Apparel,Women's Clothing,1,PA,Territory-C,Retail,Daniel Wagner
ORD-00437,CUST-0656,PROD-0127,LOC-0057,REP-0002,2024-02-15,2024-02-25,42,262.9,7899.3,5047.57,0.2846,Cancelled,South,2851.73,10,2024,2,1,Thursday,High,Guest,South,Active,Electronics,Smartphones,1,CA,Territory-F,Partner,Noah Rhodes
ORD-00438,CUST-0529,PROD-0179,LOC-0030,REP-0022,2023-07-26,2023-08-09,43,465.0,15874.92,7586.6,0.2073,Pending,Central,8288.32,14,2023,7,3,Wednesday,Premium,B2C,North,Active,Electronics,Laptops,1,NY,Territory-D,Partner,Gina Moore
ORD-00439,CUST-0362,PROD-0172,LOC-0051,REP-0052,2024-11-21,2024-11-22,24,123.0,2962.02,1371.35,0.0001,Cancelled,West,1590.67,1,2024,11,4,Thursday,High,B2C,Central,Active,Home & Garden,Outdoor,1,CA,Territory-D,Online,Abigail Shaffer
ORD-00440,CUST-0937,PROD-0150,LOC-0045,REP-0045,2024-08-23,2024-08-27,34,12.0,308.09,236.51,0.2814,Completed,Central,71.58,4,2024,8,3,Friday,Low,,East,Active,Apparel,Women's Clothing,1,,,Enterprise,Allison Hill
ORD-00441,CUST-0417,PROD-0130,LOC-0014,REP-0072,2023-10-11,2023-10-15,39,481.71,15369.39,8631.18,0.1819,Completed,South,6738.21,4,2023,10,4,Wednesday,Premium,B2C,North,Active,Apparel,Women's Clothing,1,ID,Territory-B,Enterprise,Abigail Shaffer
ORD-00442,CUST-0833,PROD-0148,LOC-0033,REP-0057,2023-03-16,2023-03-25,19,173.28,3138.24,1899.62,0.0468,Completed,Central,1238.62,9,2023,3,1,Thursday,High,B2C,West,Active,Beauty,Haircare,1,SC,Territory-E,Enterprise,Noah Rhodes
ORD-00443,CUST-0919,PROD-0151,LOC-0004,REP-0062,2024-01-22,2024-02-01,31,386.13,8343.11,6545.13,0.303,Completed,West,1797.98,10,2024,1,1,Monday,High,B2C,South,Churned,Sports,Outdoor Recreation,1,CO,Territory-C,,
ORD-00444,CUST-0423,PROD-0091,LOC-0067,REP-0069,2023-04-30,2023-05-05,5,194.0,665.4,324.82,0.3155,Pending,East,340.58,5,2023,4,2,Sunday,Medium,B2C,South,Churned,Office,Supplies,1,NV,Territory-D,Partner,Angie Henderson
ORD-00445,CUST-0568,PROD-0046,LOC-0061,REP-0041,2023-01-10,2023-01-22,17,127.89,2093.25,1401.39,0.0372,Returned,North,691.86,12,2023,1,1,Tuesday,High,B2B,East,Inactive,Electronics,,1,MA,Territory-E,Partner,Angie Henderson
ORD-00446,CUST-0755,PROD-0052,LOC-0031,REP-0031,2023-12-29,2024-01-02,37,138.19,3176.21,2138.36,0.3788,Returned,West,1037.85,4,2023,12,4,Friday,High,Guest,South,Active,Beauty,Skincare,0,NJ,,Enterprise,Connie Lawrence
ORD-00447,CUST-0123,PROD-0021,LOC-0087,REP-0064,2023-09-29,2023-10-03,15,105.0,1422.65,921.08,0.0999,Completed,North,501.57,4,2023,9,3,Friday,Medium,B2C,West,Active,Electronics,Smartphones,1,NY,Territory-D,,
ORD-00448,CUST-0505,PROD-0148,LOC-0036,REP-0063,2024-09-20,2024-09-21,49,429.26,12973.61,9590.15,0.3832,Completed,East,3383.46,1,2024,9,3,Friday,Premium,B2C,Central,Active,Beauty,Haircare,1,CO,Territory-B,Enterprise,Gina Moore
ORD-00449,CUST-0490,PROD-0139,LOC-0005,REP-0065,2023-06-15,2022-12-01,33,143.73,4321.9,2725.68,0.0888,Completed,West,1596.22,-196,2023,6,2,Thursday,High,B2C,South,Active,Home & Garden,Kitchen,1,PA,Territory-C,Enterprise,Daniel Wagner
ORD-00450,CUST-0706,PROD-0003,LOC-0002,REP-0027,2023-12-22,2023-12-29,44,389.07,,6268.68,0.1829,Completed,East,,7,2023,12,4,Friday,Premium,B2C,South,Churned,Beauty,Fragrance,1,CT,Territory-E,Retail,Angie Henderson
ORD-00451,CUST-0276,PROD-0121,LOC-0079,REP-0044,2024-01-24,2024-02-03,7,166.0,877.67,442.24,0.2451,Completed,South,435.43,10,2024,1,1,Wednesday,Medium,,South,Active,Beauty,Fragrance,1,LA,Territory-E,Retail,Abigail Shaffer
ORD-00452,CUST-0287,PROD-0116,LOC-0024,REP-0074,2024-01-10,2024-01-13,32,214.85,5722.92,4011.07,0.1676,Completed,West,1711.85,3,2024,1,1,Wednesday,High,B2C,Central,Active,Electronics,,0,PA,Territory-F,Retail,Allison Hill
ORD-00453,CUST-0877,PROD-0098,LOC-0026,REP-0019,2023-05-15,2023-05-25,44,118.0,4990.75,2535.2,0.0399,Completed,West,2455.55,10,2023,5,2,Monday,High,B2C,North,Active,Beauty,Haircare,1,FL,Territory-D,Retail,Angie Henderson
ORD-00454,CUST-0547,PROD-0185,LOC-0041,REP-0063,2023-06-03,2023-06-11,1,92.42,73.95,59.03,0.1998,Returned,Central,14.92,8,2023,6,2,Saturday,Low,B2C,East,Active,Home & Garden,Kitchen,1,AL,Territory-E,Enterprise,Gina Moore
ORD-00455,CUST-0834,PROD-0066,LOC-0061,REP-0013,2023-11-04,2023-11-09,36,429.96,15182.92,6674.26,0.0191,Completed,South,8508.66,5,2023,11,4,Saturday,Premium,B2C,East,Active,Apparel,Sportswear,1,MA,Territory-E,,
ORD-00456,CUST-0021,PROD-0106,LOC-0016,REP-0045,2024-04-05,2024-04-17,22,133.59,2515.47,1567.13,0.1441,Returned,East,948.34,12,2024,4,2,Friday,High,B2C,Central,Active,Office,Furniture,1,NY,Territory-F,Enterprise,Allison Hill
ORD-00457,CUST-0364,PROD-0084,LOC-0087,REP-0066,2024-11-26,2024-12-06,13,290.0,2795.37,1720.2,0.2599,Cancelled,East,1075.17,10,2024,11,4,Tuesday,High,B2C,Central,Inactive,Home & Garden,Outdoor,1,NY,Territory-D,Partner,Cristian Santos
ORD-00458,CUST-0890,PROD-0043,LOC-0082,REP-0044,2024-05-14,2024-05-27,48,226.0,10518.07,6789.05,0.0314,Completed,South,3729.02,13,2024,5,2,Tuesday,Premium,Guest,East,Inactive,Apparel,Men's Clothing,1,WV,Territory-A,Retail,Abigail Shaffer
ORD-00459,CUST-0322,PROD-0082,LOC-0084,REP-0038,2024-03-07,2024-03-18,40,287.96,7606.75,3259.78,0.3396,Completed,South,4346.97,11,2024,3,1,Thursday,High,B2C,South,Inactive,Home & Garden,Kitchen,1,,,SMB,Daniel Wagner
ORD-00460,CUST-0766,PROD-0151,LOC-0067,REP-0058,2024-12-28,2025-01-02,39,324.1,11268.47,6512.72,0.1085,Returned,East,4755.75,5,2024,12,4,Saturday,Premium,B2C,West,Active,Sports,Outdoor Recreation,1,NV,Territory-D,Enterprise,Daniel Wagner
ORD-00461,CUST-0216,PROD-0043,LOC-0051,REP-0014,2024-02-28,2024-03-02,12,427.83,4877.26,2408.64,0.05,Completed,North,2468.62,3,2024,2,1,Wednesday,High,B2B,Central,Active,Apparel,Men's Clothing,1,CA,Territory-D,Enterprise,Angie Henderson
ORD-00462,CUST-0107,PROD-0068,LOC-0080,REP-0020,2023-04-08,2023-04-10,31,276.47,8480.58,4738.99,0.0105,Pending,North,3741.59,2,2023,4,2,Saturday,High,B2C,West,Active,Apparel,Men's Clothing,1,NH,Territory-C,Partner,Cristian Santos
ORD-00463,CUST-0540,PROD-0044,LOC-0004,REP-0005,2023-03-28,2023-04-08,25,158.14,3562.1,1829.74,0.099,Pending,South,1732.36,11,2023,3,1,Tuesday,High,Guest,East,Active,Apparel,Men's Clothing,1,CO,Territory-C,,
ORD-00464,CUST-0456,PROD-0035,LOC-0090,REP-0070,2024-11-10,2024-11-16,21,432.8,7390.1,5530.45,0.1869,Cancelled,Central,1859.65,6,2024,11,4,Sunday,High,Guest,West,Active,Home & Garden,Decor,1,MN,Territory-D,,Daniel Wagner
ORD-00465,CUST-0318,PROD-0089,LOC-0062,REP-0070,2023-07-01,2023-07-11,39,230.99,6309.63,4738.01,0.2996,Completed,Central,1571.62,10,2023,7,3,Saturday,High,B2C,North,Active,Beauty,Haircare,1,MN,Territory-F,,Daniel Wagner
ORD-00467,CUST-0785,PROD-0111,LOC-0038,REP-0030,2023-10-21,2023-10-29,35,9.12,201.48,156.91,0.3688,Completed,North,44.57,8,2023,10,4,Saturday,Low,B2C,North,Active,Home & Garden,Outdoor,1,WV,Territory-D,Partner,Allison Hill
ORD-00468,CUST-0849,PROD-0097,LOC-0029,REP-0034,2023-01-08,2023-01-17,24,98.34,1527.26,877.93,0.3529,Completed,West,649.33,9,2023,1,1,Sunday,Medium,B2B,West,Active,Office,Stationery,1,NC,Territory-E,SMB,Cristian Santos
ORD-00470,CUST-0464,PROD-0070,LOC-0090,REP-0063,2023-10-03,2023-10-10,13,427.0,5151.44,2657.31,0.073,Pending,Central,2494.13,7,2023,10,4,Tuesday,High,B2C,North,Active,Electronics,,1,MN,Territory-D,Enterprise,Gina Moore
ORD-00471,CUST-0276,PROD-0033,LOC-0092,REP-0057,2023-07-12,2023-07-18,2,80.31,98.32,40.2,0.3879,Cancelled,East,58.12,6,2023,7,3,Wednesday,Low,,South,Active,Home & Garden,Kitchen,1,MS,Territory-F,Enterprise,Noah Rhodes
ORD-00474,CUST-0204,PROD-0118,LOC-0095,REP-0013,2023-01-13,2026-07-15,50,358.0,15177.76,11990.26,0.1539,Completed,North,3187.5,1279,2023,1,1,Friday,Premium,B2C,North,Inactive,Electronics,Laptops,1,MO,Territory-C,,
ORD-00475,CUST-0763,PROD-0141,LOC-0067,REP-0016,2024-06-17,2024-06-28,14,239.05,2434.39,1277.67,0.2726,Completed,North,1156.72,11,2024,6,2,Monday,High,B2C,East,Active,Sports,Team Sports,1,NV,Territory-D,Partner,Daniel Wagner
ORD-00476,CUST-0242,PROD-0163,LOC-0056,REP-0042,2023-09-17,2023-09-25,41,152.91,5365.28,2257.9,0.1442,Pending,North,3107.38,8,2023,9,3,Sunday,High,B2C,West,Active,Home & Garden,Decor,1,CO,Territory-A,Partner,Gina Moore
ORD-00477,CUST-0803,PROD-0177,LOC-0061,REP-0020,2023-01-16,2023-01-19,18,294.42,4460.64,2217.99,0.1583,Cancelled,Central,2242.65,3,2023,1,1,Monday,High,B2C,West,Churned,Sports,Outdoor Recreation,1,MA,Territory-E,Partner,Cristian Santos
ORD-00478,CUST-0062,PROD-0092,LOC-0083,REP-0020,2024-01-16,2024-01-29,6,128.0,614.98,414.73,0.2,Completed,North,200.25,13,2024,1,1,Tuesday,Medium,B2B,West,Active,Home & Garden,Outdoor,0,CA,Territory-A,Partner,Cristian Santos
ORD-00480,CUST-0573,PROD-0076,LOC-0070,REP-0063,2023-01-22,2023-02-03,25,182.0,4311.61,3274.52,0.0539,Completed,West,1037.09,12,2023,1,1,Sunday,High,B2B,North,Churned,Home & Garden,Decor,0,IA,Territory-D,Enterprise,Gina Moore
ORD-00481,CUST-0937,PROD-0142,LOC-0021,REP-0009,2023-07-14,2023-07-24,12,274.0,2863.14,1681.69,0.1295,Returned,Central,1181.45,10,2023,7,3,Friday,High,,East,Active,Home & Garden,Furniture,1,PA,Territory-E,Enterprise,Abigail Shaffer
ORD-00482,CUST-0389,PROD-0188,LOC-0024,REP-0003,2024-06-27,2024-06-30,29,151.36,3927.23,2147.59,0.1053,Completed,Central,1779.64,3,2024,6,2,Thursday,High,B2C,West,Active,Sports,Team Sports,1,PA,Territory-F,Enterprise,Daniel Wagner
ORD-00483,CUST-0839,PROD-0100,LOC-0025,REP-0068,2024-09-26,2024-10-10,24,389.13,8447.23,5815.09,0.0955,Pending,Central,2632.14,14,2024,9,3,Thursday,High,B2B,North,Active,Electronics,Accessories,1,NV,Territory-D,Enterprise,Angie Henderson
ORD-00484,CUST-0099,PROD-0134,LOC-0085,REP-0009,2024-11-30,2024-12-08,50,277.98,10490.97,5550.14,0.2452,Pending,North,4940.83,8,2024,11,4,Saturday,Premium,B2C,North,Active,Home & Garden,Outdoor,0,GA,Territory-E,Enterprise,Abigail Shaffer
ORD-00485,CUST-0585,PROD-0165,LOC-0050,REP-0063,2023-02-14,2023-02-28,9,93.43,830.36,367.7,0.0125,Completed,North,462.66,14,2023,2,1,Tuesday,Medium,,South,Active,Home & Garden,Furniture,1,NJ,Territory-A,Enterprise,Gina Moore
ORD-00488,CUST-0104,PROD-0186,LOC-0030,REP-0069,2024-06-25,2024-06-26,47,39.84,1644.79,1279.39,0.1216,Cancelled,North,365.4,1,2024,6,2,Tuesday,Medium,B2B,Central,Churned,Home & Garden,Furniture,1,NY,Territory-D,Partner,Angie Henderson
ORD-00489,CUST-0426,PROD-0192,LOC-0014,REP-0074,2024-01-30,2024-02-03,13,265.47,3107.72,2020.42,0.0995,Completed,Central,1087.3,4,2024,1,1,Tuesday,High,B2B,Central,Active,Office,Supplies,1,ID,Territory-B,Retail,Allison Hill
ORD-00490,CUST-0412,PROD-0130,LOC-0044,REP-0021,2024-01-02,2024-01-13,30,352.76,8775.26,3875.51,0.1708,Pending,Central,4899.75,11,2024,1,1,Tuesday,High,,East,Active,Apparel,Women's Clothing,1,MD,Territory-C,Retail,Connie Lawrence
ORD-00491,CUST-0423,PROD-0196,LOC-0082,REP-0056,2024-06-30,2024-07-10,29,467.09,8655.64,5366.78,0.361,Cancelled,East,3288.86,10,2024,6,2,Sunday,High,B2C,South,Churned,Apparel,Men's Clothing,1,WV,Territory-A,SMB,Allison Hill
ORD-00493,CUST-0007,PROD-0077,LOC-0029,REP-0028,2023-01-01,2023-01-13,3,491.56,1123.26,681.87,0.2383,Cancelled,East,441.39,12,2023,1,1,Sunday,Medium,B2C,South,Inactive,Apparel,Sportswear,1,NC,Territory-E,Online,Angie Henderson
ORD-00494,CUST-0585,PROD-0147,LOC-0020,REP-0013,2023-11-19,2023-11-20,50,411.0,14911.39,7610.52,0.2759,Completed,Central,7300.87,1,2023,11,4,Sunday,Premium,,South,Active,Office,Stationery,1,IL,Territory-E,,
ORD-00495,CUST-0831,PROD-0077,LOC-0012,REP-0074,2023-02-08,2023-02-16,23,82.0,1691.64,1278.63,0.106,Completed,East,413.01,8,2023,2,1,Wednesday,Medium,B2B,West,Active,Apparel,Sportswear,1,TX,Territory-A,Retail,Allison Hill
ORD-00496,CUST-0840,PROD-0025,LOC-0077,REP-0039,2024-02-14,2024-02-24,14,368.46,3665.59,2628.82,0.2894,Completed,Central,1036.77,10,2024,2,1,Wednesday,High,B2B,Central,Active,Electronics,Accessories,1,NV,Territory-D,Enterprise,Daniel Wagner
ORD-00497,CUST-0427,PROD-0031,LOC-0099,REP-0030,2023-02-08,2023-02-20,37,193.87,4935.15,3793.89,0.312,Completed,West,1141.26,12,2023,2,1,Wednesday,High,B2B,East,Active,Apparel,,1,MN,Territory-C,Partner,Allison Hill
ORD-00499,CUST-0771,PROD-0153,LOC-0074,REP-0065,2023-06-03,2023-06-09,33,350.0,10854.38,7266.51,0.0613,Cancelled,West,3587.87,6,2023,6,2,Saturday,Premium,B2B,North,Active,Sports,,1,NC,Territory-D,Enterprise,Daniel Wagner
ORD-00500,CUST-0764,PROD-0013,LOC-0071,REP-0052,2023-04-03,2023-04-07,28,148.44,3500.87,1585.46,0.1577,Completed,Central,1915.41,4,2023,4,2,Monday,High,B2C,Central,Active,Beauty,Skincare,1,,,Online,Abigail Shaffer
ORD-00501,CUST-0203,PROD-0125,LOC-0051,REP-0074,2023-09-26,2023-09-28,26,253.0,4549.29,2056.96,0.3095,Completed,Central,2492.33,2,2023,9,3,Tuesday,High,B2C,South,Churned,Electronics,Laptops,1,CA,Territory-D,Retail,Allison Hill
ORD-00503,CUST-0789,PROD-0079,LOC-0022,REP-0045,2023-04-26,2023-05-07,27,214.65,4988.23,2635.26,0.1393,Completed,North,2352.97,11,2023,4,2,Wednesday,High,B2B,West,Churned,Home & Garden,,1,SC,Territory-F,Enterprise,Allison Hill
ORD-00504,CUST-0160,PROD-0194,LOC-0094,REP-0011,2024-09-23,2024-10-07,29,313.0,7489.1,5764.25,0.1762,Completed,East,1724.85,14,2024,9,3,Monday,High,B2B,Central,Inactive,Home & Garden,Outdoor,0,WV,Territory-E,,
ORD-00505,CUST-0015,PROD-0088,LOC-0089,REP-0015,2023-04-26,2023-05-08,4,125.0,376.73,172.95,0.2484,Returned,East,203.78,12,2023,4,2,Wednesday,Low,B2B,East,Churned,Apparel,Men's Clothing,1,KY,Territory-A,Retail,Abigail Shaffer
ORD-00507,CUST-0045,PROD-0066,LOC-0022,REP-0008,2024-09-29,2024-10-11,10,349.06,2557.56,1408.3,0.2673,Returned,Central,1149.26,12,2024,9,3,Sunday,High,B2C,West,Active,Apparel,Sportswear,1,SC,Territory-F,Online,Cristian Santos
ORD-00508,CUST-0677,PROD-0070,LOC-0085,REP-0047,2023-10-18,2023-10-22,45,310.89,13693.46,9063.74,0.0212,Completed,West,4629.72,4,2023,10,4,Wednesday,Premium,B2C,Central,Active,Electronics,,1,GA,Territory-E,Retail,Angie Henderson
ORD-00509,CUST-0926,PROD-0081,LOC-0063,REP-0069,2023-04-21,2023-04-22,19,434.37,6108.89,3008.43,0.2598,Completed,North,3100.46,1,2023,4,2,Friday,High,B2C,West,Churned,Sports,Team Sports,1,LA,Territory-B,Partner,Angie Henderson
ORD-00510,CUST-0945,PROD-0136,LOC-0040,REP-0043,2023-04-01,2023-04-04,13,252.0,2684.54,2068.55,0.1832,Completed,South,615.99,3,2023,4,2,Saturday,High,B2C,East,Inactive,Office,Supplies,1,,,SMB,Noah Rhodes
ORD-00511,CUST-0514,PROD-0071,LOC-0008,REP-0033,2024-05-16,2024-05-23,48,82.72,3419.84,1849.33,0.1387,Pending,South,1570.51,7,2024,5,2,Thursday,High,,West,Active,Beauty,Skincare,0,MN,Territory-A,Partner,Angie Henderson
ORD-00512,CUST-0673,PROD-0036,LOC-0012,REP-0049,2024-02-01,2024-02-15,2,472.35,586.09,287.32,0.3796,Completed,West,298.77,14,2024,2,1,Thursday,Medium,B2B,Central,Active,Office,Furniture,0,TX,Territory-A,Enterprise,Noah Rhodes
ORD-00513,CUST-0994,PROD-0080,LOC-0078,REP-0043,2024-06-17,2024-06-28,40,436.99,12679.7,7188.54,0.2746,Completed,West,5491.16,11,2024,6,2,Monday,Premium,B2B,West,Active,Electronics,Tablets,0,CA,Territory-F,SMB,Noah Rhodes
ORD-00514,CUST-0317,PROD-0177,LOC-0091,REP-0068,2024-04-04,2024-04-13,9,107.34,912.54,562.62,0.0554,Returned,South,349.92,9,2024,4,2,Thursday,Medium,B2B,West,Active,Sports,Outdoor Recreation,1,NH,Territory-F,Enterprise,Angie Henderson
ORD-00515,CUST-0546,PROD-0185,LOC-0016,REP-0024,2023-05-19,2023-05-26,50,76.85,2408.48,1846.93,0.3732,Completed,Central,561.55,7,2023,5,2,Friday,High,B2C,North,Active,Home & Garden,Kitchen,1,NY,Territory-F,Retail,Abigail Shaffer
ORD-00516,CUST-0311,PROD-0114,LOC-0096,REP-0036,2023-11-22,2023-12-06,10,364.0,2531.68,1903.96,0.3062,Completed,West,627.72,14,2023,11,4,Wednesday,High,B2B,East,Active,Office,Furniture,1,LA,Territory-C,,
ORD-00517,CUST-0621,PROD-0146,LOC-0079,REP-0030,2023-06-05,2023-06-18,13,57.0,696.47,491.0,0.0739,Pending,East,205.47,13,2023,6,2,Monday,Medium,B2B,Central,Active,Electronics,Wearables,1,LA,Territory-E,Partner,Allison Hill
ORD-00518,CUST-0867,PROD-0155,LOC-0061,REP-0048,2024-09-02,2024-09-06,15,345.0,4434.56,2994.47,0.1437,Completed,Central,1440.09,4,2024,9,3,Monday,High,,East,Active,Home & Garden,Kitchen,1,MA,Territory-E,Retail,Noah Rhodes
ORD-00519,CUST-0948,PROD-0070,LOC-0053,REP-0029,2023-07-08,2023-07-22,25,248.27,5865.38,2799.57,0.055,Completed,North,3065.81,14,2023,7,3,Saturday,High,,South,Active,Electronics,,1,MS,Territory-C,,
ORD-00520,CUST-0502,PROD-0177,LOC-0042,REP-0059,2024-11-18,2024-11-22,49,106.0,4838.1,3782.81,0.0708,Completed,Central,1055.29,4,2024,11,4,Monday,High,B2C,East,Active,Sports,Outdoor Recreation,1,KY,Territory-A,Enterprise,Abigail Shaffer
ORD-00521,CUST-0627,PROD-0191,LOC-0074,REP-0069,2023-09-10,2023-09-17,26,389.23,7658.8,5588.87,0.2432,Pending,West,2069.93,7,2023,9,3,Sunday,High,,East,Active,Electronics,Laptops,1,NC,Territory-D,Partner,Angie Henderson
ORD-00522,CUST-0899,PROD-0063,LOC-0067,REP-0069,2024-06-21,2024-07-02,46,394.0,14368.07,8342.73,0.2083,Returned,North,6025.34,11,2024,6,2,Friday,Premium,B2C,South,Inactive,Office,Stationery,1,NV,Territory-D,Partner,Angie Henderson
ORD-00523,CUST-0451,PROD-0102,LOC-0039,REP-0037,2024-02-10,2024-02-22,3,281.06,669.06,436.4,0.2065,Completed,East,232.66,12,2024,2,1,Saturday,Medium,B2C,Central,Active,Apparel,Men's Clothing,1,TX,Territory-B,SMB,Noah Rhodes
ORD-00524,CUST-0850,PROD-0166,LOC-0058,REP-0012,2024-04-17,2024-04-20,28,150.74,2669.18,1804.32,0.3676,Returned,West,864.86,3,2024,4,2,Wednesday,High,Guest,East,Active,Office,,1,KY,Territory-F,Enterprise,Abigail Shaffer
ORD-00525,CUST-0332,PROD-0116,LOC-0004,REP-0023,2024-05-27,2024-05-29,12,390.0,2928.06,1986.53,0.3751,Completed,West,941.53,2,2024,5,2,Monday,High,B2C,West,Active,Electronics,,0,CO,Territory-C,SMB,Angie Henderson
ORD-00526,CUST-0736,PROD-0188,LOC-0016,REP-0012,2024-04-09,2024-04-19,46,448.42,13345.88,5819.76,0.353,Completed,South,7526.12,10,2024,4,2,Tuesday,Premium,B2C,South,Active,Sports,Team Sports,1,NY,Territory-F,Enterprise,Abigail Shaffer
ORD-00527,CUST-0627,PROD-0041,LOC-0049,REP-0071,2023-04-27,2023-05-09,29,318.87,8931.9,6099.7,0.0341,Pending,Central,2832.2,12,2023,4,2,Thursday,High,,East,Active,Beauty,Skincare,0,VT,Territory-D,Partner,Gina Moore
ORD-00528,CUST-0890,PROD-0038,LOC-0023,REP-0007,2024-01-25,2024-01-26,50,89.59,3878.8,2903.37,0.1341,Returned,South,975.43,1,2024,1,1,Thursday,High,Guest,East,Inactive,Home & Garden,Furniture,1,,,Online,Noah Rhodes
ORD-00529,CUST-0984,PROD-0052,LOC-0001,REP-0033,2024-03-05,2024-03-10,20,366.43,4511.49,2325.73,0.3844,Completed,South,2185.76,5,2024,3,1,Tuesday,High,B2C,North,Active,Beauty,Skincare,0,,,Partner,Angie Henderson
