order_id,customer_id,product_id,location_id,rep_id,order_date,ship_date,quantity,unit_price,revenue,cost,discount_pct,status,region,custmer_id,_region_mismatch_flag,error
ORD-02544,CUST-0012,PROD-0146,LOC-0090,REP-0025,2024-04-15,2024-04-22,12,298.1,3313.92,1898.55,0.0736,Completed,Central,,,ORPHANED_CUSTOMER_ID
ORD-03997,CUST-0523,PROD-0071,LOC-0083,REP-0068,2023-05-25,2023-06-08,31,172.0,4572.52,3479.9,0.1471,Completed,North,,,ORPHANED_CUSTOMER_ID
ORD-02678,CUST-0441,PROD-0009,LOC-0081,REP-0002,2024-01-10,2024-01-14,22,477.15,6660.54,4968.55,0.3655,Completed,West,,,ORPHANED_CUSTOMER_ID
ORD-04029,CUST-0120,PROD-0098,LOC-0013,REP-0038,2023-03-21,2023-03-28,48,141.0,4735.23,2649.09,0.3042,Cancelled,South,,,ORPHANED_CUSTOMER_ID
ORD-00654,CUST-0361,PROD-0042,LOC-nan,REP-nan,2024-11-17,2024-11-23,2,49.94,66.09,51.33,0.0,Cancelled,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-02223,CUST-0246,PROD-0160,LOC-0016,REP-0059,2023-06-25,2023-07-08,31,206.04,6048.72,3768.28,0.053,Completed,North,,,ORPHANED_CUSTOMER_ID
ORD-01504,CUST-0788,PROD-0154,LOC-0085,REP-0007,2023-02-18,2023-02-20,18,269.95,3110.8,2413.88,0.3598,Completed,East,,,ORPHANED_CUSTOMER_ID
ORD-03259,CUST-0512,PROD-0159,LOC-0021,REP-0010,2023-12-09,2023-12-14,34,483.67,14420.43,6826.22,0.1231,Completed,East,,,ORPHANED_CUSTOMER_ID
ORD-03650,CUST-0244,PROD-0130,LOC-0015,REP-0047,2023-03-24,2023-04-04,36,268.08,8495.67,6308.18,0.1197,Pending,West,,,ORPHANED_CUSTOMER_ID
ORD-01345,CUST-0420,PROD-0041,LOC-0072,REP-0071,2023-11-07,2023-11-09,36,84.11,1961.51,912.7,0.3522,Completed,Central,,,ORPHANED_CUSTOMER_ID
ORD-01216,CUST-0285,PROD-0156,LOC-0100,REP-0016,2024-05-10,2024-05-17,1,336.0,327.33,160.37,0.0259,Completed,South,,,ORPHANED_CUSTOMER_ID
ORD-01761,CUST-0920,PROD-0122,LOC-0046,REP-0002,2024-05-16,2024-05-19,2,99.0,133.21,82.0,0.333,Pending,North,,,ORPHANED_CUSTOMER_ID
ORD-02230,CUST-0560,PROD-0038,LOC-0016,REP-0046,2024-11-26,2024-11-27,16,437.48,4684.19,2383.27,0.3308,Returned,Central,,,ORPHANED_CUSTOMER_ID
ORD-01145,CUST-0151,PROD-0037,LOC-nan,REP-nan,2024-09-22,2024-10-03,31,108.61,3363.21,1657.16,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-00152,CUST-0192,PROD-0171,LOC-nan,REP-nan,2024-08-11,2024-08-15,46,76.07,2898.4,1872.15,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-00578,CUST-0744,PROD-0164,LOC-nan,REP-nan,2023-05-29,2023-06-08,10,419.62,2932.72,1657.51,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-01392,CUST-0201,PROD-0084,LOC-0034,REP-nan,2023-09-30,2023-10-09,24,257.0,5793.86,2784.73,0.0639,Pending,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-04638,CUST-0402,PROD-0156,LOC-0082,REP-0039,2023-02-07,2023-02-09,9,150.0,900.93,464.88,0.3357,Pending,East,,,ORPHANED_CUSTOMER_ID
ORD-04727,CUST-0879,PROD-0047,LOC-0009,REP-0072,2024-05-04,2024-05-18,49,52.0,2503.19,1878.2,0.0262,Completed,South,,,ORPHANED_CUSTOMER_ID
ORD-04023,CUST-0614,PROD-0134,LOC-0031,REP-0062,2024-10-06,2024-10-20,37,90.0,2043.66,1433.44,0.3929,Completed,West,,,ORPHANED_CUSTOMER_ID
ORD-00502,CUST-0332,PROD-0176,LOC-nan,REP-nan,2023-07-20,2023-07-29,40,498.55,15760.16,7831.63,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-00131,CUST-0106,PROD-0038,LOC-0033,REP-0026,2024-06-06,2024-06-10,50,177.94,7254.17,4589.55,0.291,Returned,South,,,ORPHANED_CUSTOMER_ID
ORD-02940,CUST-0799,PROD-0124,LOC-nan,REP-nan,2024-08-31,2024-09-11,43,391.96,16478.43,10811.88,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-00590,CUST-0725,PROD-0198,LOC-nan,REP-nan,2023-02-08,2023-02-19,25,136.0,2464.02,1877.21,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-00228,CUST-0017,PROD-0002,LOC-nan,REP-nan,2024-06-01,2024-06-09,24,34.92,624.29,482.93,0.0,Returned,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-03430,CUST-0281,PROD-0047,LOC-nan,REP-nan,2024-04-15,2024-04-24,42,216.11,8999.47,6784.3,0.0,Pending,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-03427,CUST-0607,PROD-0172,LOC-0027,REP-0023,2023-05-21,2023-05-27,18,95.0,1481.07,1116.94,0.1385,Completed,Central,,,ORPHANED_CUSTOMER_ID
ORD-01913,CUST-0457,PROD-0034,LOC-0008,REP-0023,2024-08-19,2024-09-02,18,54.38,917.08,721.68,0.0631,Cancelled,Central,,,ORPHANED_CUSTOMER_ID
ORD-00492,CUST-0369,PROD-0116,LOC-nan,REP-nan,2023-11-28,2023-12-08,16,283.0,4151.52,2932.15,0.0,Cancelled,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-01891,CUST-0960,PROD-0161,LOC-0085,REP-0009,2023-11-18,2023-11-30,18,396.42,7007.12,3695.33,0.018,Completed,South,,,ORPHANED_CUSTOMER_ID
ORD-02878,CUST-0439,PROD-0085,LOC-0098,REP-0028,2023-08-03,2023-08-13,10,13.05,128.82,69.54,0.0129,Returned,East,,,ORPHANED_CUSTOMER_ID
ORD-01816,CUST-0954,PROD-0091,LOC-0091,REP-0047,2024-05-19,2024-05-21,49,224.26,10148.1,4583.43,0.0765,Completed,North,,,ORPHANED_CUSTOMER_ID
ORD-01607,CUST-0353,PROD-0105,LOC-0081,REP-0010,2024-07-11,2024-07-22,10,219.9,1965.03,1401.93,0.1064,Completed,West,,,ORPHANED_CUSTOMER_ID
ORD-01481,CUST-0053,PROD-0152,LOC-0039,REP-0033,2023-08-20,2023-09-03,2,219.0,391.67,303.93,0.1089,Completed,West,,,ORPHANED_CUSTOMER_ID
ORD-04879,CUST-0210,PROD-0180,LOC-nan,REP-nan,2024-04-17,2024-04-29,10,262.65,2284.79,1487.74,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-01201,CUST-0750,PROD-0105,LOC-0003,REP-0042,2024-10-13,2024-10-14,40,115.0,3507.7,2109.34,0.2439,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-03166,CUST-0654,PROD-0172,LOC-0099,REP-0005,2023-05-11,2023-05-17,1,201.08,166.13,127.02,0.1738,Pending,West,,,ORPHANED_CUSTOMER_ID
ORD-01011,CUST-0794,PROD-0081,LOC-0064,REP-0007,2024-04-26,2024-04-28,27,363.0,8724.11,6119.76,0.1099,Completed,Central,,,ORPHANED_CUSTOMER_ID
ORD-03283,CUST-0090,PROD-0068,LOC-0033,REP-0028,2024-08-02,2024-08-13,31,105.08,3001.77,1484.15,0.0785,Returned,West,,,ORPHANED_CUSTOMER_ID
ORD-03065,CUST-0426,PROD-0123,LOC-nan,REP-nan,2024-08-15,2024-08-28,29,446.0,7861.02,5185.88,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-01963,CUST-0959,PROD-0051,LOC-nan,REP-nan,2024-03-08,2024-03-15,2,370.06,519.49,354.55,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-00897,CUST-0180,PROD-0135,LOC-0094,REP-0040,2023-10-08,2023-10-09,7,191.69,821.87,453.22,0.3875,Completed,North,CUST-9944,,ORPHANED_CUSTOMER_ID
ORD-04564,CUST-0119,PROD-0147,LOC-0089,REP-0006,2024-09-27,2024-10-08,44,146.0,5191.89,2153.95,0.1934,Completed,East,,,ORPHANED_CUSTOMER_ID
ORD-04858,CUST-0968,PROD-0043,LOC-0042,REP-0039,2024-10-05,2024-10-07,45,182.47,7355.55,5858.11,0.1042,Completed,Central,,,ORPHANED_CUSTOMER_ID
ORD-03569,CUST-0502,PROD-0112,LOC-0046,REP-0044,2024-12-20,2025-01-01,16,469.66,7126.06,5329.86,0.0517,Completed,South,,,ORPHANED_CUSTOMER_ID
ORD-04520,CUST-0236,PROD-0200,LOC-0065,REP-nan,2024-01-06,2024-01-17,42,306.28,9234.89,6230.59,0.2821,Pending,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-02827,CUST-0548,PROD-0182,LOC-nan,REP-nan,2024-08-09,2024-08-15,33,476.41,14830.12,7343.33,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-05000,CUST-0736,PROD-0192,LOC-0048,REP-0046,2024-12-21,2024-12-30,27,419.0,11210.11,8091.89,0.0107,Completed,Central,,,ORPHANED_CUSTOMER_ID
ORD-04275,CUST-0608,PROD-0181,LOC-0073,REP-0049,2023-04-10,2023-04-15,42,153.39,4756.41,2411.8,0.2617,Pending,North,,,ORPHANED_CUSTOMER_ID
ORD-04294,CUST-0264,PROD-0125,LOC-0043,REP-0046,2024-12-13,2024-12-17,1,436.0,271.81,170.68,0.378,Completed,East,CUST-9158,,ORPHANED_CUSTOMER_ID
ORD-01670,CUST-0903,PROD-0044,LOC-nan,REP-nan,2023-11-30,2023-12-03,12,81.82,606.68,463.42,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-01996,CUST-0007,PROD-0126,LOC-0011,REP-0018,2024-09-07,2024-09-14,21,89.51,1242.11,903.15,0.3392,Completed,East,,,ORPHANED_CUSTOMER_ID
ORD-01437,CUST-0946,PROD-0175,LOC-0078,REP-0074,2023-11-12,2023-11-26,31,258.16,6767.3,5065.08,0.1544,Pending,Central,,,ORPHANED_CUSTOMER_ID
ORD-02706,CUST-0856,PROD-0159,LOC-0073,REP-0049,2024-12-04,2024-12-06,41,406.22,14285.01,9359.75,0.1423,Completed,West,,,ORPHANED_CUSTOMER_ID
ORD-02154,CUST-0610,PROD-0012,LOC-0022,REP-0024,2023-02-15,2023-02-24,1,334.0,210.93,132.05,0.3689,Returned,South,CUST-9514,,ORPHANED_CUSTOMER_ID
ORD-03438,CUST-0235,PROD-0103,LOC-0097,REP-0046,2023-01-27,2023-02-06,27,251.0,5859.04,3919.75,0.137,Cancelled,West,,,ORPHANED_CUSTOMER_ID
ORD-04501,CUST-0461,PROD-0152,LOC-0003,REP-0029,2024-10-15,2024-10-29,44,217.14,8289.19,5403.87,0.1324,Completed,East,,,ORPHANED_CUSTOMER_ID
ORD-01613,CUST-0884,PROD-0162,LOC-nan,REP-nan,2023-03-24,2023-03-29,41,305.23,8220.73,4345.13,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-04840,CUST-0151,PROD-0069,LOC-0100,REP-0039,2024-07-28,2024-08-09,4,135.0,405.21,199.55,0.25,Pending,West,,,ORPHANED_CUSTOMER_ID
ORD-00682,CUST-0987,PROD-0185,LOC-nan,REP-nan,2023-06-13,2023-06-18,9,19.43,119.63,61.14,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-01832,CUST-0712,PROD-0153,LOC-nan,REP-nan,2024-04-13,2024-04-19,23,262.73,5854.86,3423.79,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-00169,CUST-0461,PROD-0120,LOC-nan,REP-nan,2024-06-22,2024-06-29,50,207.67,7995.3,3598.93,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-01872,CUST-0662,PROD-0012,LOC-0098,REP-0046,2024-03-16,2024-03-23,44,165.34,6727.16,3950.27,0.0753,Completed,North,,,ORPHANED_CUSTOMER_ID
ORD-00531,CUST-0644,PROD-0143,LOC-nan,REP-nan,2024-04-09,2024-04-16,29,44.0,976.59,486.23,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-03837,CUST-0521,PROD-0119,LOC-0072,REP-0032,2024-12-07,2024-12-11,27,206.89,3744.87,1979.84,0.3296,Completed,East,,,ORPHANED_CUSTOMER_ID
ORD-04530,CUST-0350,PROD-0184,LOC-0024,REP-0017,2023-04-17,2023-04-27,29,487.0,9939.87,5014.61,0.2969,Cancelled,West,,,ORPHANED_CUSTOMER_ID
ORD-03426,CUST-0990,PROD-0038,LOC-nan,REP-nan,2024-01-15,2024-01-29,5,14.24,52.03,37.54,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-00684,CUST-0973,PROD-0199,LOC-nan,REP-nan,2023-05-24,2023-05-28,8,287.63,1840.6,825.06,0.0,Pending,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-04435,CUST-0038,PROD-0074,LOC-0014,REP-0038,2024-07-13,2024-07-25,47,407.0,18263.29,10711.44,0.0461,Completed,Central,,,ORPHANED_CUSTOMER_ID
ORD-03230,CUST-0776,PROD-0048,LOC-0071,REP-0004,2023-05-12,2023-05-23,21,105.0,2107.83,1601.14,0.0467,Cancelled,Central,,,ORPHANED_CUSTOMER_ID
ORD-02776,CUST-0392,PROD-0172,LOC-0018,REP-0022,2023-11-05,2023-11-18,7,270.0,1215.07,904.96,0.3591,Cancelled,East,,,ORPHANED_CUSTOMER_ID
ORD-04304,CUST-0489,PROD-0195,LOC-0060,REP-0020,2023-10-26,2023-10-31,6,217.31,970.72,726.52,0.2555,Completed,North,,,ORPHANED_CUSTOMER_ID
ORD-03553,CUST-0959,PROD-0065,LOC-0045,REP-0059,2023-12-31,2024-01-03,37,199.38,6363.45,3249.13,0.1374,Completed,West,,,ORPHANED_CUSTOMER_ID
ORD-02819,CUST-0509,PROD-0052,LOC-0090,REP-0010,2024-11-08,2024-11-11,35,406.5,11007.82,7823.2,0.2263,Completed,Central,CUST-9413,,ORPHANED_CUSTOMER_ID
ORD-00882,CUST-0994,PROD-0039,LOC-0081,REP-0052,2023-12-31,2024-01-08,12,472.81,5407.62,3277.96,0.0469,Completed,Unknown,CUST-9777,,ORPHANED_CUSTOMER_ID
ORD-00625,CUST-0455,PROD-0189,LOC-0083,REP-0003,2024-10-04,2024-10-05,19,211.19,2917.17,2254.06,0.273,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-01425,CUST-0920,PROD-0178,LOC-nan,REP-nan,2024-09-11,2024-09-21,2,221.86,378.63,257.31,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-01966,CUST-0956,PROD-0063,LOC-0030,REP-0023,2024-09-18,2024-09-19,4,228.3,718.14,411.41,0.2136,Returned,Unknown,CUST-9879,,ORPHANED_CUSTOMER_ID
ORD-04255,CUST-0874,PROD-0167,LOC-nan,REP-nan,2023-09-29,2023-10-04,4,359.0,1170.0,480.55,0.187,Pending,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-02922,CUST-0769,PROD-0068,LOC-0051,REP-0039,2024-02-02,2024-02-05,22,17.13,271.72,172.54,0.279,Pending,East,,,ORPHANED_CUSTOMER_ID
ORD-04914,CUST-0866,PROD-0154,LOC-0005,REP-0075,2024-02-12,2024-02-18,26,84.0,1677.51,785.81,0.232,Cancelled,East,,,ORPHANED_CUSTOMER_ID
ORD-03948,CUST-0948,PROD-0048,LOC-0038,REP-0053,2024-07-17,2024-07-23,19,21.05,283.28,120.92,0.2917,Completed,East,,,ORPHANED_CUSTOMER_ID
ORD-02751,CUST-0137,PROD-0045,LOC-0046,REP-0047,2024-09-21,2024-09-26,16,333.29,3586.2,2380.18,0.3275,Pending,West,,,ORPHANED_CUSTOMER_ID
ORD-00030,CUST-0518,PROD-0126,LOC-nan,REP-nan,2023-06-09,2023-06-14,19,304.39,4123.57,1985.25,0.0,Pending,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-00066,CUST-0742,PROD-0151,LOC-nan,REP-nan,2023-05-03,2023-05-15,35,475.68,12052.07,5744.21,0.0,Pending,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-00352,CUST-0123,PROD-0175,LOC-0049,REP-0068,2024-04-26,2024-04-27,41,293.87,7497.89,3212.74,0.3777,Returned,Central,,,ORPHANED_CUSTOMER_ID
ORD-03263,CUST-0186,PROD-0111,LOC-0040,REP-0029,2023-07-05,2023-07-06,38,339.41,12287.52,8851.75,0.0473,Pending,West,,,ORPHANED_CUSTOMER_ID
ORD-00788,CUST-0465,PROD-0099,LOC-nan,REP-nan,2024-02-16,2024-02-18,40,377.22,13682.52,8754.49,0.0,Pending,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-02630,CUST-0258,PROD-0082,LOC-0030,REP-0013,2023-08-27,2023-09-06,39,134.0,4694.9,3426.93,0.1033,Pending,Central,,,ORPHANED_CUSTOMER_ID
ORD-02315,CUST-0639,PROD-0069,LOC-0073,REP-0050,2024-09-05,2024-09-14,18,198.75,2499.96,1324.55,0.3012,Completed,West,,,ORPHANED_CUSTOMER_ID
ORD-03754,CUST-0322,PROD-0145,LOC-0058,REP-0005,2024-09-07,2024-09-12,48,12.0,513.83,341.56,0.1175,Completed,South,,,ORPHANED_CUSTOMER_ID
ORD-00912,CUST-0195,PROD-0073,LOC-nan,REP-nan,2023-06-15,2023-06-18,23,374.81,8600.8,6480.11,0.0,Pending,Unknown,CUST-9221,,ORPHANED_CUSTOMER_ID
ORD-01245,CUST-0157,PROD-0049,LOC-0099,REP-0019,2024-06-29,2024-07-07,42,334.0,9718.13,6120.24,0.308,Completed,Central,,,ORPHANED_CUSTOMER_ID
ORD-01500,CUST-0789,PROD-0188,LOC-0006,REP-0059,2023-10-08,2023-10-17,26,445.0,6976.41,4499.68,0.3975,Pending,West,,,ORPHANED_CUSTOMER_ID
ORD-00280,CUST-0292,PROD-0200,LOC-nan,REP-nan,2024-03-15,2024-03-21,9,127.0,852.68,425.71,0.0,Pending,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-04311,CUST-0433,PROD-0130,LOC-nan,REP-nan,2024-05-12,2024-05-24,49,239.0,9235.52,5826.71,0.0,Returned,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-00240,CUST-0612,PROD-0154,LOC-0042,REP-0050,2024-03-17,2024-03-25,36,279.6,8422.89,3457.64,0.1632,Completed,North,,,ORPHANED_CUSTOMER_ID
ORD-04863,CUST-0442,PROD-0026,LOC-0055,REP-nan,2024-06-13,2024-06-20,8,394.41,2632.45,1781.99,0.1657,Returned,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-03245,CUST-0873,PROD-0040,LOC-0016,REP-0024,2024-02-16,2024-02-17,1,337.74,277.05,217.47,0.1797,Completed,Central,,,ORPHANED_CUSTOMER_ID
ORD-02345,CUST-0564,PROD-0132,LOC-0057,REP-0053,2024-09-15,2024-09-28,46,315.46,13537.46,9891.95,0.0671,Completed,East,,,ORPHANED_CUSTOMER_ID
ORD-02132,CUST-0140,PROD-0003,LOC-nan,REP-nan,2024-04-06,2024-04-09,36,260.0,8252.34,3451.77,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-01492,CUST-0153,PROD-0181,LOC-nan,REP-nan,2024-03-04,2024-03-17,16,398.16,4212.21,2807.45,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-03266,CUST-0211,PROD-0161,LOC-0024,REP-0053,2023-05-02,2023-05-04,44,171.14,5488.73,2405.98,0.2711,Cancelled,West,CUST-9790,,ORPHANED_CUSTOMER_ID
ORD-01221,CUST-0903,PROD-0014,LOC-0041,REP-0010,2023-11-07,2023-11-08,14,117.66,1261.29,797.78,0.2343,Completed,Central,,,ORPHANED_CUSTOMER_ID
ORD-02901,CUST-0304,PROD-0170,LOC-0065,REP-0059,2023-01-02,2023-01-12,48,141.07,6642.03,5311.83,0.0191,Completed,North,,,ORPHANED_CUSTOMER_ID
ORD-00585,CUST-0823,PROD-0048,LOC-0015,REP-nan,2024-09-05,2024-09-16,8,355.5,2707.49,2010.52,0.048,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-02064,CUST-0811,PROD-0132,LOC-0087,REP-0054,2024-12-20,2024-12-25,47,305.0,11273.72,6374.72,0.2143,Completed,West,,,ORPHANED_CUSTOMER_ID
ORD-02705,CUST-0428,PROD-0129,LOC-0017,REP-0020,2024-10-13,2024-10-16,11,333.0,3474.58,2418.38,0.0536,Completed,South,,,ORPHANED_CUSTOMER_ID
ORD-02296,CUST-0707,PROD-0088,LOC-0017,REP-0050,2024-09-14,2024-09-15,44,244.22,7221.1,5378.33,0.328,Completed,Unknown,CUST-9907,,ORPHANED_CUSTOMER_ID
ORD-02232,CUST-0600,PROD-0019,LOC-0017,REP-0048,2023-02-09,2023-02-16,26,404.36,7972.28,5181.76,0.2417,Completed,East,,,ORPHANED_CUSTOMER_ID
ORD-03743,CUST-0676,PROD-0084,LOC-0063,REP-0037,2024-03-06,2024-03-14,1,232.0,223.32,145.51,0.0403,Completed,West,,,ORPHANED_CUSTOMER_ID
ORD-01673,CUST-0592,PROD-0199,LOC-0064,REP-0015,2023-08-13,2023-08-16,26,148.0,2405.69,1511.78,0.3768,Completed,East,,,ORPHANED_CUSTOMER_ID
ORD-00795,CUST-0655,PROD-0058,LOC-nan,REP-nan,2024-03-04,2024-03-10,11,56.9,406.58,310.72,0.0,Completed,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-03027,CUST-0452,PROD-0075,LOC-0006,REP-0047,2024-11-16,2024-11-27,11,32.8,348.75,179.15,0.0334,Completed,South,,,ORPHANED_CUSTOMER_ID
ORD-00034,CUST-0948,PROD-0061,LOC-nan,REP-nan,2024-11-13,2024-11-15,23,391.0,5814.55,3270.98,0.0,Pending,Unknown,,,ORPHANED_CUSTOMER_ID
ORD-03969,CUST-0667,PROD-0158,LOC-nan,REP-nan,2024-05-07,2024-05-18,9,180.13,1613.39,670.59,0.0,Completed,Unknown,CUST-9709,,ORPHANED_CUSTOMER_ID
ORD-02155,CUST-0266,PROD-0139,LOC-0074,REP-0005,2023-03-21,2023-03-27,50,413.0,18200.64,13205.28,0.1197,Pending,East,,,ORPHANED_CUSTOMER_ID
