order_id,customer_id,product_id,location_id,rep_id,order_date,ship_date,quantity,unit_price,revenue,cost,discount_pct,status,region,custmer_id,_region_mismatch_flag,error
ORD-00813,CUST-0031,PROD-0096,LOC-nan,REP-nan,2023-11-17,2023-12-01,13,217.25,1760.07,998.09,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00839,CUST-0304,PROD-0052,LOC-nan,REP-nan,2023-11-13,2023-11-17,48,217.0,9406.25,4061.2,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00255,CUST-0645,PROD-0048,LOC-nan,REP-nan,2024-06-12,2024-06-15,36,84.27,2354.47,1844.46,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-02587,CUST-0863,PROD-0110,LOC-nan,REP-nan,2024-02-04,2024-02-17,22,405.4,5673.25,2754.09,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00200,CUST-0528,PROD-0084,LOC-nan,REP-nan,2024-08-04,2024-08-15,49,100.61,3725.02,2441.71,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-04926,CUST-0340,PROD-0129,LOC-nan,REP-nan,2024-01-14,2024-01-27,36,301.16,7674.88,4746.72,0.2921,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00466,CUST-0536,PROD-0195,LOC-nan,REP-nan,2023-08-21,2023-09-03,6,223.72,1145.94,577.47,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-01542,CUST-0106,PROD-0145,LOC-nan,REP-nan,2024-04-27,2024-05-10,16,268.58,3449.43,1974.21,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00725,CUST-0196,PROD-0023,LOC-nan,REP-nan,2023-01-28,2023-02-01,31,326.07,7481.06,4296.49,0.0,Pending,Unknown,CUST-9072,,ORPHANED_LOCATION_ID
ORD-01420,CUST-0958,PROD-0130,LOC-nan,REP-nan,2023-08-10,2023-08-20,27,52.0,1020.01,650.13,0.0,Pending,Unknown,,,ORPHANED_LOCATION_ID
ORD-00417,CUST-0398,PROD-0121,LOC-nan,REP-nan,2024-05-14,2024-05-18,5,135.0,615.72,410.95,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-01601,CUST-0977,PROD-0045,LOC-nan,REP-nan,2023-04-16,2023-04-21,2,387.0,,313.7,0.0,Pending,Unknown,,,ORPHANED_LOCATION_ID
ORD-02595,CUST-0050,PROD-0193,LOC-nan,REP-nan,2023-04-09,2023-04-10,5,444.89,1485.93,989.65,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-01002,CUST-0320,PROD-0043,LOC-nan,REP-nan,2023-06-27,2023-07-01,44,423.0,13295.14,10433.34,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00229,CUST-0826,PROD-0046,LOC-nan,REP-nan,2024-02-26,2024-02-27,2,267.06,475.42,376.05,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-01198,CUST-0515,PROD-0138,LOC-nan,REP-nan,2023-11-24,2023-12-07,24,316.99,5586.38,3769.34,0.0,Pending,Unknown,,,ORPHANED_LOCATION_ID
ORD-00545,CUST-0463,PROD-0078,LOC-nan,REP-nan,2023-11-12,2023-11-24,21,356.0,6671.03,2900.02,0.0,Returned,Unknown,,,ORPHANED_LOCATION_ID
ORD-00249,CUST-0609,PROD-0164,LOC-nan,REP-nan,2024-06-02,2024-06-16,45,212.06,9402.42,7403.19,0.0,Pending,Unknown,,,ORPHANED_LOCATION_ID
ORD-00878,CUST-0541,PROD-0187,LOC-nan,REP-nan,2024-07-15,2024-07-22,22,214.0,3818.27,2059.28,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-02094,CUST-0655,PROD-0054,LOC-nan,REP-nan,2023-10-04,2023-10-17,40,150.26,4887.66,2112.48,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-03538,CUST-0069,PROD-0071,LOC-nan,REP-nan,2024-05-28,2024-06-04,28,65.36,1720.82,1211.67,0.0597,Pending,Unknown,,,ORPHANED_LOCATION_ID
ORD-01097,CUST-0371,PROD-0021,LOC-nan,REP-nan,2023-08-25,2023-09-02,21,375.0,7518.19,3732.17,0.0,Pending,Unknown,,,ORPHANED_LOCATION_ID
ORD-03908,CUST-0979,PROD-0106,LOC-nan,REP-nan,2023-01-02,2023-01-10,31,42.13,838.21,545.76,0.0,Returned,Unknown,,,ORPHANED_LOCATION_ID
ORD-00692,CUST-0756,PROD-0084,LOC-nan,REP-nan,2023-04-13,2023-04-27,11,350.75,3076.95,1663.84,0.0,Pending,Unknown,,,ORPHANED_LOCATION_ID
ORD-00732,CUST-0637,PROD-0054,LOC-nan,REP-nan,2024-03-02,2024-03-16,44,327.99,12351.97,7274.44,0.0,Cancelled,Unknown,,,ORPHANED_LOCATION_ID
ORD-01537,CUST-0765,PROD-0104,LOC-nan,REP-nan,2023-10-02,2023-10-14,24,263.4,4576.84,2328.35,0.276,Pending,Unknown,,,ORPHANED_LOCATION_ID
ORD-01984,CUST-0533,PROD-0027,LOC-nan,REP-nan,2024-07-20,2024-07-30,4,13.95,43.65,22.18,0.2177,Returned,Unknown,,,ORPHANED_LOCATION_ID
ORD-00806,CUST-0598,PROD-0011,LOC-nan,REP-nan,2024-01-19,2024-01-24,36,46.0,1182.38,612.5,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00145,CUST-0797,PROD-0098,LOC-nan,REP-nan,2024-04-25,2024-05-09,13,187.08,1510.54,1199.03,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00316,CUST-0835,PROD-0045,LOC-nan,REP-nan,2023-06-28,2023-07-10,36,348.0,7880.86,5633.21,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-02171,CUST-0204,PROD-0054,LOC-nan,REP-nan,2023-01-08,2023-01-13,50,273.65,10985.68,6290.06,0.1971,Pending,Unknown,,,ORPHANED_LOCATION_ID
ORD-00656,CUST-0190,PROD-0113,LOC-nan,REP-nan,2023-01-05,2023-01-17,7,462.49,2045.41,1514.66,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-01873,CUST-0675,PROD-0012,LOC-nan,REP-nan,2023-06-06,2023-06-20,29,466.55,13189.0,10169.1,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-03275,CUST-0124,PROD-0064,LOC-nan,REP-nan,2024-06-28,2024-07-02,13,366.05,4051.04,2273.3,0.0,Completed,Unknown,CUST-9607,,ORPHANED_LOCATION_ID
ORD-03863,CUST-0332,PROD-0132,LOC-nan,REP-nan,2023-04-23,2023-05-01,49,463.0,20436.01,14123.97,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00506,CUST-0769,PROD-0067,LOC-nan,REP-nan,2023-11-09,2023-11-17,31,16.26,461.92,284.17,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00927,CUST-0281,PROD-0179,LOC-nan,REP-nan,2024-03-22,2024-03-24,31,212.41,4131.91,2485.54,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00101,CUST-0991,PROD-0143,LOC-nan,REP-nan,2023-04-28,2023-05-06,5,74.67,229.01,170.4,0.0,Pending,Unknown,CUST-9295,,ORPHANED_LOCATION_ID
ORD-03050,CUST-0134,PROD-0161,LOC-nan,REP-nan,2023-10-19,2023-10-24,30,436.0,11256.1,5349.14,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00556,CUST-0031,PROD-0017,LOC-nan,REP-nan,2024-02-06,2024-02-09,45,459.05,17928.43,13344.43,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00712,CUST-0133,PROD-0055,LOC-nan,REP-nan,2023-12-04,2023-12-05,42,313.0,10766.35,8386.64,0.0,Cancelled,Unknown,,,ORPHANED_LOCATION_ID
ORD-03296,CUST-0762,PROD-0093,LOC-nan,REP-nan,2023-01-06,2023-01-20,46,413.3,17836.87,11553.4,0.0,Pending,Unknown,,,ORPHANED_LOCATION_ID
ORD-02019,CUST-0108,PROD-0022,LOC-nan,REP-nan,2023-09-30,2023-10-13,14,215.6,2100.2,974.39,0.0,Cancelled,Unknown,,,ORPHANED_LOCATION_ID
ORD-02139,CUST-0266,PROD-0038,LOC-nan,REP-nan,2023-12-19,2023-12-24,11,220.99,2356.02,1606.3,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-00110,CUST-0603,PROD-0083,LOC-nan,REP-nan,2024-07-07,2024-07-12,12,59.41,465.82,210.89,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
ORD-04843,CUST-0347,PROD-0180,LOC-nan,REP-nan,2023-07-12,2023-07-25,12,285.52,2182.51,1094.4,0.0,Completed,Unknown,,,ORPHANED_LOCATION_ID
